Date,Article,Summary,Source,Tag,link,Content
2024-09-12,"US weekly jobless claims modestly up
","""The number of Americans filing new applications for unemployment benefits increased marginally last week, suggesting that layoffs remained low even as the labor market slows...Initial claims for state unemployment benefits rose 2,000 to a seasonally adjusted 230,000 for the week ended Sept. 7.""
",Reuters,Labor Market,https://www.reuters.com/markets/us/us-weekly-jobless-claims-rise-moderately-2024-09-12/,reuters.com
